Name,Age,Gender,City,Food_Preference,Sleep_Schedule,Cleanliness_Level,Smoking_Drinking,Personality_Description,Ideal_Roommate,Summary
User5315,21,Female,Jaipur,Vegetarian,Early riser,Messy,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Friendly, okay with music, respects privacy","🏠 Preferred Living Situation:  
User5315 is looking for a roommate who is friendly and respects privacy. They prefer someone who is okay with music and enjoys socializing. Their messy cleanliness level suggests they may not be the most organized person, so a roommate who is understanding of this would be ideal. Additionally, since they are an early riser, they may prefer a roommate who is also respectful of quiet mornings. 

Overall, User5315 is seeking a roommate who can balance social interactions with respecting personal space and preferences."
User6632,26,Female,Jaipur,Vegetarian,Flexible,Very Clean,No,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors","They are currently pursuing a degree in Computer Science and enjoy spending their free time reading books, watching movies, and exploring new places. They are looking for a roommate who is respectful of their study habits, enjoys engaging in conversations, and is open to having friends over occasionally. Overall, they value a cooperative and friendly living environment."
User9773,28,Female,Jaipur,Vegetarian,Night owl,Moderately Clean,Yes,"Spiritual, practices yoga, needs silence in mornings","Quiet, non-smoker, prefers early mornings","Their hobbies and interests include: Yoga, meditation, reading, painting, and gardening.  
They are studying for a Master's degree in Psychology and are passionate about mental health advocacy.  
In their free time, they enjoy exploring nature, attending spiritual retreats, and volunteering for various causes.

Overall, User9773 is a peaceful and introspective individual seeking a like-minded roommate to share a harmonious living environment."
User9226,27,Other,Jaipur,Eggetarian,Flexible,Very Clean,Yes,"Chatty and helpful, often invites friends over","Clean and organized, no frequent guests",They are currently studying for their Master's degree in Computer Science and enjoy socializing with friends in their free time. They are looking for a roommate who values cleanliness and privacy.
User3738,21,Male,Bangalore,Vegetarian,Night owl,Very Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Similar sleep schedule, respectful of boundaries","Their hobbies and interests include reading, meditation, and exploring new cafes and restaurants.  
They are studying Computer Science at a local university and are passionate about technology and programming.  
User3738 is also involved in volunteering activities and believes in giving back to the community.  

They are looking for a roommate who is responsible, respectful, and shares similar interests in healthy living and personal growth. A quiet and peaceful living environment is important to them, so they prefer someone who values peace and harmony in their living space."
User3422,27,Female,Pune,Eggetarian,Early riser,Very Clean,No,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors","They are pursuing a Master's degree in Computer Science and are currently in their second year of study. Their hobbies include reading, coding, and exploring new cafes in the city. They are looking for a roommate who is respectful of their study habits and values a clean living space. 

In their free time, they enjoy hiking and practicing yoga to stay active and maintain a healthy lifestyle. They are also passionate about volunteering in their community and are always looking for ways to give back. 

Overall, this student is seeking a roommate who is considerate, communicative, and shares similar values and interests."
User6343,22,Other,Kolkata,Vegetarian,Flexible,Messy,Occasionally,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors","Overall, User6343 is a dedicated student who values a cooperative and friendly living environment. They are open-minded and enjoy socializing with others. A roommate who is also open-minded, talkative, and welcoming of visitors would be an ideal match for them."
User2843,24,Male,Bangalore,Eggetarian,Flexible,Messy,Yes,"Extroverted, loves socializing, watches late-night IPL","Studious, respects space, loves cricket","🏠 Accommodation Preferences:
- Location: Bangalore
- Budget: Flexible
- Roommate Gender: Male
- Roommate Age: 20-30
- Roommate Smoking/Drinking: Flexible

📅 Availability:
- Start Date: Flexible
- Duration: Long-term

🌟 Additional Information:
- Enjoys cooking and trying out new recipes
- Enthusiastic about fitness and enjoys going to the gym
- Interested in exploring new cafes and restaurants in the city
- Prefers a chill and relaxed living environment with occasional social gatherings."
User2654,22,Other,Pune,Non-Vegetarian,Night owl,Moderately Clean,Occasionally,"Chatty and helpful, often invites friends over","Studious, respects space, loves cricket","🏡 Preferred Roommate Traits:
- Studious: Someone who is focused on their studies and respects quiet time for studying.
- Respects space: Someone who values personal space and privacy.
- Loves cricket: A shared interest in cricket would be a bonus for bonding over games and matches. 

🤝 User2654 seems like a sociable and accommodating individual who values a balance between socializing and personal time. They would likely appreciate a roommate who can also strike this balance and share common interests like cricket."
User8750,18,Male,Chennai,Non-Vegetarian,Early riser,Messy,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Quiet, non-smoker, prefers early mornings","Overall, User8750 seems to be a calm and spiritual individual who values peace and quiet in their living space. They are looking for a roommate who shares similar lifestyle preferences and habits."
User7484,23,Other,Hyderabad,Vegetarian,Flexible,Moderately Clean,No,"Late night gamer, loves anime and group activities","Quiet, non-smoker, prefers early mornings","🏡 Housing Preferences:
- Location: Hyderabad
- Budget: Flexible
- Roommate Preferences: Quiet, non-smoker, prefers early mornings

👫 Interests:
- Late night gaming
- Watching anime
- Participating in group activities

🍽️ Dietary Preferences:
- Vegetarian

💤 Sleep Routine:
- Flexible

🧼 Cleanliness Level:
- Moderately Clean

🚭🍺 Smoking/Drinking Habits:
- Non-smoker
- Non-drinker"
User6535,22,Female,Chennai,Non-Vegetarian,Flexible,Messy,Yes,"Loves cooking, listens to music while studying","Clean and organized, no frequent guests","🏠 Preferred Accommodation:

User6535 is looking for a shared accommodation in Chennai with a clean and organized roommate who does not have frequent guests. They prefer a non-vegetarian diet and have a flexible sleep routine. They enjoy cooking and listening to music while studying."
User5923,25,Female,Chennai,Eggetarian,Night owl,Messy,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Similar sleep schedule, respectful of boundaries","Their interests include: Watching movies, trying new food joints, exploring the city, and attending live music events.  
They are studying Marketing at a local college and also work part-time at a digital marketing agency.  
In their free time, they enjoy reading fiction novels and going for long walks in the park.  
They are looking for a roommate who is friendly, easy-going, and open to occasional social gatherings at home."
